id_text,provenience,assumed_prov,Random
P100648,Umma (mod. Tell Jokha),,4
P100649,Umma (mod. Tell Jokha),,10
P100650,Umma (mod. Tell Jokha),,8
P100651,0,,9
P100652,Umma (mod. Tell Jokha),,4
P100653,,PuzriÅ¡-Dagan (mod. Drehem) ,5
P100654,0,,9
P100655,Umma (mod. Tell Jokha),,1
P100656,,PuzriÅ¡-Dagan (mod. Drehem) ,9
P100657,Umma (mod. Tell Jokha),,4
P100658,,PuzriÅ¡-Dagan (mod. Drehem) ,10
P100659,Umma (mod. Tell Jokha),,2
P100660,Umma (mod. Tell Jokha),,1
P100661,,PuzriÅ¡-Dagan (mod. Drehem) ,1
P100662,Umma (mod. Tell Jokha),,6
P100663,Umma (mod. Tell Jokha),,2
P100664,Umma (mod. Tell Jokha),,3
P100665,Umma (mod. Tell Jokha),,9
P100666,Umma (mod. Tell Jokha),,1
P100667,Umma (mod. Tell Jokha),,2
P100668,Umma (mod. Tell Jokha),,3
P100669,Umma (mod. Tell Jokha),,10
P100670,,PuzriÅ¡-Dagan (mod. Drehem) ,7
P100671,Umma (mod. Tell Jokha),,8
P100672,,PuzriÅ¡-Dagan (mod. Drehem) ,4
P100673,,PuzriÅ¡-Dagan (mod. Drehem) ,4
P100674,Umma (mod. Tell Jokha),,3
P100675,,PuzriÅ¡-Dagan (mod. Drehem) ,8
P100676,Umma (mod. Tell Jokha),,3
P100677,Umma (mod. Tell Jokha),,10
P100678,,PuzriÅ¡-Dagan (mod. Drehem) ,5
P100679,Umma (mod. Tell Jokha),,3
P100680,Umma (mod. Tell Jokha),,10
P100681,,PuzriÅ¡-Dagan (mod. Drehem) ,8
P100682,Umma (mod. Tell Jokha),,7
P100683,Umma (mod. Tell Jokha),,3
P100684,Umma (mod. Tell Jokha),,1
P100685,Umma (mod. Tell Jokha),,5
P100686,Umma (mod. Tell Jokha),,6
P100687,Umma (mod. Tell Jokha),,7
P100688,Umma (mod. Tell Jokha),,4
P100689,Umma (mod. Tell Jokha),,3
P100690,Umma (mod. Tell Jokha),,10
P100691,,PuzriÅ¡-Dagan (mod. Drehem) ,4
P100692,0,,9
P100693,Umma (mod. Tell Jokha),,4
P100694,Umma (mod. Tell Jokha),,10
P100695,Umma (mod. Tell Jokha),,6
P100696,Umma (mod. Tell Jokha),,6
P100697,Umma (mod. Tell Jokha),,3
P100698,Umma (mod. Tell Jokha),,2
P100699,,PuzriÅ¡-Dagan (mod. Drehem) ,8
P100700,Umma (mod. Tell Jokha),,4
P100701,Umma (mod. Tell Jokha),,4
P100702,Umma (mod. Tell Jokha),,1
P100703,Umma (mod. Tell Jokha),,1
P100704,Umma (mod. Tell Jokha),,1
P100705,Umma (mod. Tell Jokha),,8
P100706,Umma (mod. Tell Jokha),,1
P100707,Umma (mod. Tell Jokha),,3
P100708,Umma (mod. Tell Jokha),,6
P100709,Umma (mod. Tell Jokha),,4
P100710,Umma (mod. Tell Jokha),,3
P100711,Umma (mod. Tell Jokha),,1
P100712,Umma (mod. Tell Jokha),,5
P100713,Umma (mod. Tell Jokha),,4
P100714,Umma (mod. Tell Jokha),,3
P100715,Umma (mod. Tell Jokha),,3
P100716,Umma (mod. Tell Jokha),,7
P100717,Umma (mod. Tell Jokha),,9
P100718,Umma (mod. Tell Jokha),,3
P100719,Umma (mod. Tell Jokha),,2
P100720,Umma (mod. Tell Jokha),,10
P100721,Umma (mod. Tell Jokha),,9
P100722,Umma (mod. Tell Jokha),,1
P100723,Umma (mod. Tell Jokha),,7
P100724,Umma (mod. Tell Jokha),,6
P100725,Umma (mod. Tell Jokha),,2
P100726,Umma (mod. Tell Jokha),,6
P100727,Umma (mod. Tell Jokha),,10
P100728,Umma (mod. Tell Jokha),,1
P100729,Umma (mod. Tell Jokha),,6
P100730,Umma (mod. Tell Jokha),,6
P100731,Umma (mod. Tell Jokha),,2
P100732,Umma (mod. Tell Jokha),,10
P100733,Umma (mod. Tell Jokha),,2
P100734,Umma (mod. Tell Jokha),,8
P100735,Umma (mod. Tell Jokha),,1
P100736,Umma (mod. Tell Jokha),,6
P100737,Umma (mod. Tell Jokha),,2
P100738,Umma (mod. Tell Jokha),,5
P100739,,PuzriÅ¡-Dagan (mod. Drehem) ,10
P100740,Umma (mod. Tell Jokha),,9
P100741,Umma (mod. Tell Jokha),,4
P100742,Umma (mod. Tell Jokha),,7
P100743,Umma (mod. Tell Jokha),,7
P100744,Umma (mod. Tell Jokha),,10
P100745,Umma (mod. Tell Jokha),,9
P100746,,PuzriÅ¡-Dagan (mod. Drehem) ,5
P100747,Umma (mod. Tell Jokha),,2
P100748,Umma (mod. Tell Jokha),,8
P100749,,PuzriÅ¡-Dagan (mod. Drehem) ,5
P100750,Umma (mod. Tell Jokha),,9
P100751,,PuzriÅ¡-Dagan (mod. Drehem) ,1
P100752,,PuzriÅ¡-Dagan (mod. Drehem) ,4
P100753,Umma (mod. Tell Jokha),,2
P100754,0,,1
P100755,Umma (mod. Tell Jokha),,1
P100756,,PuzriÅ¡-Dagan (mod. Drehem) ,2
P100757,Umma (mod. Tell Jokha),,3
P100758,0,,2
P100759,Umma (mod. Tell Jokha),,3
P100760,Umma (mod. Tell Jokha),,8
P100761,,PuzriÅ¡-Dagan (mod. Drehem) ,8
P100762,,Umma (mod. Tell Jokha) ,2
P100763,,Umma (mod. Tell Jokha) ,9
P100764,,PuzriÅ¡-Dagan (mod. Drehem) ,1
P100765,Umma (mod. Tell Jokha),,2
P100766,,PuzriÅ¡-Dagan (mod. Drehem) ,8
P100767,,PuzriÅ¡-Dagan (mod. Drehem) ,8
P100768,,PuzriÅ¡-Dagan (mod. Drehem) ,8
P100769,,PuzriÅ¡-Dagan (mod. Drehem) ,10
P100770,Umma (mod. Tell Jokha),,2
P100771,,PuzriÅ¡-Dagan (mod. Drehem) ,6
P100772,Umma (mod. Tell Jokha),,9
P100773,Umma (mod. Tell Jokha),,9
P100774,,PuzriÅ¡-Dagan (mod. Drehem) ,5
P100775,,PuzriÅ¡-Dagan (mod. Drehem) ,7
P100776,,PuzriÅ¡-Dagan (mod. Drehem) ,1
P100777,0,,5
P100778,Umma (mod. Tell Jokha),,3
P100779,0,,1
P100780,Umma (mod. Tell Jokha),,4
P100781,,PuzriÅ¡-Dagan (mod. Drehem) ,4
P100782,,PuzriÅ¡-Dagan (mod. Drehem) ,2
P100783,,PuzriÅ¡-Dagan (mod. Drehem) ,6
P100784,,PuzriÅ¡-Dagan (mod. Drehem) ,5
P100785,Umma (mod. Tell Jokha),,1
P100786,,PuzriÅ¡-Dagan (mod. Drehem) ,9
P100787,0,,9
P100788,,PuzriÅ¡-Dagan (mod. Drehem) ,3
P100789,Umma (mod. Tell Jokha),,4
P100790,Umma (mod. Tell Jokha),,10
P100791,Umma (mod. Tell Jokha),,6
P100792,,PuzriÅ¡-Dagan (mod. Drehem) ,4
P100793,Umma (mod. Tell Jokha),,6
P100794,,PuzriÅ¡-Dagan (mod. Drehem) ,1
P100795,,PuzriÅ¡-Dagan (mod. Drehem) ,6
P100796,Umma (mod. Tell Jokha),,6
P100797,,PuzriÅ¡-Dagan (mod. Drehem) ,4
P100798,,PuzriÅ¡-Dagan (mod. Drehem) ,6
P100799,,PuzriÅ¡-Dagan (mod. Drehem) ,2
P100800,Umma (mod. Tell Jokha),,2
P100801,Umma (mod. Tell Jokha),,5
P100802,Umma (mod. Tell Jokha),,4
P100803,Umma (mod. Tell Jokha),,9
P100804,Umma (mod. Tell Jokha),,6
P100805,Umma (mod. Tell Jokha),,4
P100806,Umma (mod. Tell Jokha),,9
P100807,Umma (mod. Tell Jokha),,5
P100808,Umma (mod. Tell Jokha),,8
P100809,Umma (mod. Tell Jokha),,4
P100810,,PuzriÅ¡-Dagan (mod. Drehem) ,5
P100811,,PuzriÅ¡-Dagan (mod. Drehem) ,10
P100812,Umma (mod. Tell Jokha),,1
P100813,,PuzriÅ¡-Dagan (mod. Drehem) ,6
P100814,,PuzriÅ¡-Dagan (mod. Drehem) ,4
P100815,,PuzriÅ¡-Dagan (mod. Drehem) ,9
P100816,,PuzriÅ¡-Dagan (mod. Drehem) ,2
P100817,0,,10
P100818,Umma (mod. Tell Jokha),,8
P100819,,PuzriÅ¡-Dagan (mod. Drehem) ,3
P100820,,PuzriÅ¡-Dagan (mod. Drehem) ,5
P100821,Umma (mod. Tell Jokha),,4
P100822,Umma (mod. Tell Jokha),,10
P100823,Umma (mod. Tell Jokha),,9
P100824,Umma (mod. Tell Jokha),,6
P100825,Umma (mod. Tell Jokha),,6
P100826,Umma (mod. Tell Jokha),,8
P100827,Umma (mod. Tell Jokha),,2
P100828,Umma (mod. Tell Jokha),,5
P100829,Umma (mod. Tell Jokha),,7
P100830,Umma (mod. Tell Jokha),,8
P100831,Umma (mod. Tell Jokha),,5
P100832,Umma (mod. Tell Jokha),,3
P100833,Umma (mod. Tell Jokha),,9
P100834,,PuzriÅ¡-Dagan (mod. Drehem) ,2
P100835,0,,3
P100836,Umma (mod. Tell Jokha),,6
P100837,,PuzriÅ¡-Dagan (mod. Drehem) ,9
P100838,PuzriÅ¡-Dagan (mod. Drehem),,9
P100854,Girsu (mod. Tello),,7
P100855,Girsu (mod. Tello),,1
P100856,Girsu (mod. Tello),,10
P100857,Girsu (mod. Tello),,5
P100858,Girsu (mod. Tello),,8
P100859,Girsu (mod. Tello),,7
P100860,Girsu (mod. Tello),,6
P100861,Girsu (mod. Tello),,4
P100862,Girsu (mod. Tello),,3
P100863,Girsu (mod. Tello),,9
P100864,Girsu (mod. Tello),,6
P100865,Girsu (mod. Tello),,6
P100866,Girsu (mod. Tello),,7
P100867,Girsu (mod. Tello),,2
P100868,Girsu (mod. Tello),,10
P100869,Girsu (mod. Tello),,9
P100870,Girsu (mod. Tello),,5
P100871,Girsu (mod. Tello),,1
P100872,Girsu (mod. Tello),,5
P100873,,Umma (mod. Tell Jokha) ,2
P100874,Girsu (mod. Tello),,3
P100875,Girsu (mod. Tello),,3
P100876,Girsu (mod. Tello),,5
P100877,Girsu (mod. Tello),,9
P100878,Girsu (mod. Tello),,10
P100879,Girsu (mod. Tello),,1
P100880,Girsu (mod. Tello),,1
P100881,Girsu (mod. Tello),,9
P100882,Girsu (mod. Tello),,3
P100883,Girsu (mod. Tello),,1
P100884,Girsu (mod. Tello),,9
P100886,Girsu (mod. Tello),,5
P100887,Girsu (mod. Tello),,9
P100888,Girsu (mod. Tello),,7
P100889,Girsu (mod. Tello),,6
P100890,Girsu (mod. Tello),,3
P100891,Girsu (mod. Tello),,4
P100892,Girsu (mod. Tello),,5
P100893,Girsu (mod. Tello),,8
P100894,Girsu (mod. Tello),,3
P100895,Girsu (mod. Tello),,1
P100896,Girsu (mod. Tello),,2
P100898,Girsu (mod. Tello),,5
P100899,Girsu (mod. Tello),,8
P100900,Girsu (mod. Tello),,3
P100901,Girsu (mod. Tello),,1
P100902,Girsu (mod. Tello),,7
P100903,Girsu (mod. Tello),,9
P100904,Girsu (mod. Tello),,8
P100905,Girsu (mod. Tello),,9
P100906,Girsu (mod. Tello),,3
P100907,Girsu (mod. Tello),,9
P100908,Girsu (mod. Tello),,3
P100909,Girsu (mod. Tello),,8
P100910,Girsu (mod. Tello),,6
P100911,Girsu (mod. Tello),,6
P100912,Girsu (mod. Tello),,8
P100913,Girsu (mod. Tello),,10
P100914,Girsu (mod. Tello),,2
P100915,Girsu (mod. Tello),,10
P100916,Girsu (mod. Tello),,7
P100917,Girsu (mod. Tello),,8
P100918,Girsu (mod. Tello),,8
P100919,Girsu (mod. Tello),,10
P100920,Girsu (mod. Tello),,4
P100921,Girsu (mod. Tello),,5
P100922,Girsu (mod. Tello),,5
P100923,Girsu (mod. Tello),,9
P100924,Girsu (mod. Tello),,10
P100925,Girsu (mod. Tello),,9
P100926,Girsu (mod. Tello),,2
P100927,Girsu (mod. Tello),,2
P100928,Girsu (mod. Tello),,8
P100929,Girsu (mod. Tello),,1
P100930,Girsu (mod. Tello),,3
P100931,Girsu (mod. Tello),,6
P100932,Girsu (mod. Tello),,1
P100933,Girsu (mod. Tello),,9
P100934,Girsu (mod. Tello),,2
P100935,Girsu (mod. Tello),,3
P100936,Girsu (mod. Tello),,7
P100937,Girsu (mod. Tello),,8
P100938,Girsu (mod. Tello),,10
P100939,Girsu (mod. Tello),,7
P100940,Girsu (mod. Tello),,9
P100941,Girsu (mod. Tello),,4
P100942,Girsu (mod. Tello),,2
P100943,Girsu (mod. Tello),,6
P100944,Girsu (mod. Tello),,5
P100945,Girsu (mod. Tello),,2
P100946,Girsu (mod. Tello),,1
P100947,Girsu (mod. Tello),,2
P100949,Girsu (mod. Tello),,8
P100950,Girsu (mod. Tello),,3
P100951,Girsu (mod. Tello),,10
P100952,Girsu (mod. Tello),,7
P100953,Girsu (mod. Tello),,1
P100954,Girsu (mod. Tello),,3
P100955,Girsu (mod. Tello),,4
P100956,Girsu (mod. Tello),,8
P100957,Girsu (mod. Tello),,4
P100958,Girsu (mod. Tello),,1
P100959,Girsu (mod. Tello),,9
P100960,Girsu (mod. Tello),,5
P100963,Girsu (mod. Tello),,9
P100964,Girsu (mod. Tello),,7
P100965,Girsu (mod. Tello),,6
P100966,EÅ¡nunna (mod. Tell Asmar),,1
P100967,PuzriÅ¡-Dagan (mod. Drehem),,5
P100968,PuzriÅ¡-Dagan (mod. Drehem),,1
P100971,PuzriÅ¡-Dagan (mod. Drehem),,4
P100972,PuzriÅ¡-Dagan (mod. Drehem),,1
P100973,PuzriÅ¡-Dagan (mod. Drehem),,9
P100974,PuzriÅ¡-Dagan (mod. Drehem),,10
P100975,PuzriÅ¡-Dagan (mod. Drehem),,10
P100976,PuzriÅ¡-Dagan (mod. Drehem),,7
P100977,PuzriÅ¡-Dagan (mod. Drehem),,8
P100978,PuzriÅ¡-Dagan (mod. Drehem),,8
P100980,PuzriÅ¡-Dagan (mod. Drehem),,7
P100981,PuzriÅ¡-Dagan (mod. Drehem),,7
P100982,PuzriÅ¡-Dagan (mod. Drehem),,6
P100983,PuzriÅ¡-Dagan (mod. Drehem),,1
P100984,PuzriÅ¡-Dagan (mod. Drehem),,2
P100985,PuzriÅ¡-Dagan (mod. Drehem),,7
P100986,PuzriÅ¡-Dagan (mod. Drehem),,8
P100987,PuzriÅ¡-Dagan (mod. Drehem),,3
P100988,PuzriÅ¡-Dagan (mod. Drehem),,9
P100989,PuzriÅ¡-Dagan (mod. Drehem),,2
P100990,,PuzriÅ¡-Dagan (mod. Drehem) ,5
P100991,Umma (mod. Tell Jokha),,3
P100992,PuzriÅ¡-Dagan (mod. Drehem),,5
P100993,PuzriÅ¡-Dagan (mod. Drehem),,3
P100994,PuzriÅ¡-Dagan (mod. Drehem),,1
P100995,PuzriÅ¡-Dagan (mod. Drehem),,1
P100996,PuzriÅ¡-Dagan (mod. Drehem),,9
P100997,PuzriÅ¡-Dagan (mod. Drehem),,3
P100998,PuzriÅ¡-Dagan (mod. Drehem),,1
P100999,PuzriÅ¡-Dagan (mod. Drehem),,1
P101000,PuzriÅ¡-Dagan (mod. Drehem),,2
P101001,PuzriÅ¡-Dagan (mod. Drehem),,7
P101002,PuzriÅ¡-Dagan (mod. Drehem),,9
P101003,PuzriÅ¡-Dagan (mod. Drehem),,3
P101004,PuzriÅ¡-Dagan (mod. Drehem),,7
P101005,PuzriÅ¡-Dagan (mod. Drehem),,3
P101006,PuzriÅ¡-Dagan (mod. Drehem),,9
P101007,PuzriÅ¡-Dagan (mod. Drehem),,5
P101008,PuzriÅ¡-Dagan (mod. Drehem),,7
P101009,PuzriÅ¡-Dagan (mod. Drehem),,10
P101010,PuzriÅ¡-Dagan (mod. Drehem),,1
P101011,PuzriÅ¡-Dagan (mod. Drehem),,9
P101012,PuzriÅ¡-Dagan (mod. Drehem),,6
P101013,PuzriÅ¡-Dagan (mod. Drehem),,7
P101014,PuzriÅ¡-Dagan (mod. Drehem),,5
P101015,PuzriÅ¡-Dagan (mod. Drehem),,1
P101016,PuzriÅ¡-Dagan (mod. Drehem),,4
P101017,PuzriÅ¡-Dagan (mod. Drehem),,8
P101018,PuzriÅ¡-Dagan (mod. Drehem),,5
P101019,PuzriÅ¡-Dagan (mod. Drehem),,6
P101020,PuzriÅ¡-Dagan (mod. Drehem),,1
P101021,PuzriÅ¡-Dagan (mod. Drehem),,4
P101022,PuzriÅ¡-Dagan (mod. Drehem),,10
P101023,Umma (mod. Tell Jokha),,6
P101024,Umma (mod. Tell Jokha),,6
P101025,Umma (mod. Tell Jokha),,3
P101026,Umma (mod. Tell Jokha),,5
P101027,Umma (mod. Tell Jokha),,7
P101028,Umma (mod. Tell Jokha),,7
P101029,Umma (mod. Tell Jokha),,9
P101030,Umma (mod. Tell Jokha),,9
P101031,Umma (mod. Tell Jokha),,7
P101032,Umma (mod. Tell Jokha),,2
P101033,Umma (mod. Tell Jokha),,10
P101034,Umma (mod. Tell Jokha),,5
P101035,Umma (mod. Tell Jokha),,5
P101036,Umma (mod. Tell Jokha),,3
P101037,Umma (mod. Tell Jokha),,8
P101038,Umma (mod. Tell Jokha),,3
P101039,Umma (mod. Tell Jokha),,9
P101040,Umma (mod. Tell Jokha),,4
P101041,Umma (mod. Tell Jokha),,10
P101042,Umma (mod. Tell Jokha),,2
P101043,Umma (mod. Tell Jokha),,6
P101044,Umma (mod. Tell Jokha),,3
P101045,Umma (mod. Tell Jokha),,7
P101046,Umma (mod. Tell Jokha),,1
P101047,Umma (mod. Tell Jokha),,8
P101048,Umma (mod. Tell Jokha),,4
P101049,Umma (mod. Tell Jokha),,6
P101050,Umma (mod. Tell Jokha),,1
P101051,Umma (mod. Tell Jokha),,1
P101052,Umma (mod. Tell Jokha),,5
P101053,Umma (mod. Tell Jokha),,3
P101054,Umma (mod. Tell Jokha),,3
P101055,Umma (mod. Tell Jokha),,5
P101056,Umma (mod. Tell Jokha),,2
P101057,Umma (mod. Tell Jokha),,10
P101058,Umma (mod. Tell Jokha),,4
P101059,Umma (mod. Tell Jokha),,5
P101060,Umma (mod. Tell Jokha),,10
P101061,Umma (mod. Tell Jokha),,8
P101062,Umma (mod. Tell Jokha),,7
P101063,Umma (mod. Tell Jokha),,7
P101064,Umma (mod. Tell Jokha),,10
P101065,Umma (mod. Tell Jokha),,4
P101066,Umma (mod. Tell Jokha),,9
P101067,Umma (mod. Tell Jokha),,1
P101068,Umma (mod. Tell Jokha),,2
P101069,Umma (mod. Tell Jokha),,4
P101070,Umma (mod. Tell Jokha),,4
P101071,Umma (mod. Tell Jokha),,1
P101072,Umma (mod. Tell Jokha),,1
P101073,Umma (mod. Tell Jokha),,9
P101074,Umma (mod. Tell Jokha),,8
P101075,Umma (mod. Tell Jokha),,2
P101076,Umma (mod. Tell Jokha),,1
P101077,Umma (mod. Tell Jokha),,9
P101078,Umma (mod. Tell Jokha),,9
P101079,Umma (mod. Tell Jokha),,9
P101080,Umma (mod. Tell Jokha),,3
P101081,Umma (mod. Tell Jokha),,6
P101082,Umma (mod. Tell Jokha),,4
P101083,Umma (mod. Tell Jokha),,2
P101084,Umma (mod. Tell Jokha),,7
P101085,Umma (mod. Tell Jokha),,3
P101086,Umma (mod. Tell Jokha),,9
P101087,,Umma (mod. Tell Jokha) ,6
P101088,Umma (mod. Tell Jokha),,4
P101089,Umma (mod. Tell Jokha),,4
P101090,Umma (mod. Tell Jokha),,3
P101091,Umma (mod. Tell Jokha),,9
P101092,Umma (mod. Tell Jokha),,7
P101093,Umma (mod. Tell Jokha),,10
P101094,Umma (mod. Tell Jokha),,8
P101095,Umma (mod. Tell Jokha),,9
P101096,Umma (mod. Tell Jokha),,10
P101097,Umma (mod. Tell Jokha),,8
P101098,Umma (mod. Tell Jokha),,7
P101099,Umma (mod. Tell Jokha),,5
P101100,Umma (mod. Tell Jokha),,5
P101101,Umma (mod. Tell Jokha),,7
P101102,Umma (mod. Tell Jokha),,4
P101103,Umma (mod. Tell Jokha),,8
P101104,Umma (mod. Tell Jokha),,3
P101105,Umma (mod. Tell Jokha),,3
P101106,Umma (mod. Tell Jokha),,8
P101107,Umma (mod. Tell Jokha),,4
P101108,Umma (mod. Tell Jokha),,3
P101109,Umma (mod. Tell Jokha),,8
P101110,Umma (mod. Tell Jokha),,1
P101111,Umma (mod. Tell Jokha),,2
P101112,Umma (mod. Tell Jokha),,4
P101113,Umma (mod. Tell Jokha),,9
P101114,Umma (mod. Tell Jokha),,2
P101115,Umma (mod. Tell Jokha),,10
P101116,Umma (mod. Tell Jokha),,4
P101117,Umma (mod. Tell Jokha),,7
P101118,Umma (mod. Tell Jokha),,4
P101119,Umma (mod. Tell Jokha),,5
P101120,Umma (mod. Tell Jokha),,9
P101121,Umma (mod. Tell Jokha),,9
P101122,Umma (mod. Tell Jokha),,1
P101123,Umma (mod. Tell Jokha),,3
P101124,Umma (mod. Tell Jokha),,1
P101125,Umma (mod. Tell Jokha),,1
P101126,Umma (mod. Tell Jokha),,2
P101127,Umma (mod. Tell Jokha),,9
P101128,Umma (mod. Tell Jokha),,10
P101129,Umma (mod. Tell Jokha),,2
P101130,Umma (mod. Tell Jokha),,5
P101131,Umma (mod. Tell Jokha),,1
P101132,Umma (mod. Tell Jokha),,5
P101133,Umma (mod. Tell Jokha),,9
P101134,Umma (mod. Tell Jokha),,10
P101135,Umma (mod. Tell Jokha),,5
P101136,Umma (mod. Tell Jokha),,6
P101137,Umma (mod. Tell Jokha),,10
P101138,Umma (mod. Tell Jokha),,4
P101139,Umma (mod. Tell Jokha),,6
P101140,Umma (mod. Tell Jokha),,3
P101141,Umma (mod. Tell Jokha),,8
P101142,Umma (mod. Tell Jokha),,6
P101143,Umma (mod. Tell Jokha),,1
P101144,Umma (mod. Tell Jokha),,4
P101145,Umma (mod. Tell Jokha),,7
P101146,Umma (mod. Tell Jokha),,3
P101147,Umma (mod. Tell Jokha),,8
P101148,Umma (mod. Tell Jokha),,7
P101149,Umma (mod. Tell Jokha),,3
P101150,Umma (mod. Tell Jokha),,2
P101151,Umma (mod. Tell Jokha),,7
P101152,Umma (mod. Tell Jokha),,2
P101153,Umma (mod. Tell Jokha),,3
P101154,Umma (mod. Tell Jokha),,10
P101155,Umma (mod. Tell Jokha),,8
P101156,Umma (mod. Tell Jokha),,8
P101157,Umma (mod. Tell Jokha),,6
P101158,Umma (mod. Tell Jokha),,1
P101159,Umma (mod. Tell Jokha),,2
P101160,Umma (mod. Tell Jokha),,7
P101161,Umma (mod. Tell Jokha),,5
P101162,Umma (mod. Tell Jokha),,9
P101163,Umma (mod. Tell Jokha),,9
P101164,Umma (mod. Tell Jokha),,9
P101165,Umma (mod. Tell Jokha),,1
P101166,Umma (mod. Tell Jokha),,1
P101167,Umma (mod. Tell Jokha),,6
P101168,Umma (mod. Tell Jokha),,10
P101169,Umma (mod. Tell Jokha),,8
P101170,Umma (mod. Tell Jokha),,9
P101171,Umma (mod. Tell Jokha),,2
P101172,Umma (mod. Tell Jokha),,10
P101173,Umma (mod. Tell Jokha),,5
P101174,Umma (mod. Tell Jokha),,7
P101175,Umma (mod. Tell Jokha),,3
P101176,Umma (mod. Tell Jokha),,10
P101177,Umma (mod. Tell Jokha),,2
P101178,Umma (mod. Tell Jokha),,7
P101179,Umma (mod. Tell Jokha),,5
P101180,Umma (mod. Tell Jokha),,6
P101181,Umma (mod. Tell Jokha),,7
P101182,Umma (mod. Tell Jokha),,4
P101183,Umma (mod. Tell Jokha),,3
P101184,Umma (mod. Tell Jokha),,4
P101185,Umma (mod. Tell Jokha),,6
P101186,Umma (mod. Tell Jokha),,4
P101187,Umma (mod. Tell Jokha),,9
P101188,Umma (mod. Tell Jokha),,3
P101189,Umma (mod. Tell Jokha),,8
P101190,Umma (mod. Tell Jokha),,5
P101191,Umma (mod. Tell Jokha),,9
P101192,Umma (mod. Tell Jokha),,5
P101193,Umma (mod. Tell Jokha),,2
P101194,Umma (mod. Tell Jokha),,5
P101195,Umma (mod. Tell Jokha),,2
P101196,Umma (mod. Tell Jokha),,6
P101197,Umma (mod. Tell Jokha),,4
P101198,Umma (mod. Tell Jokha),,6
P101199,Umma (mod. Tell Jokha),,7
P101200,Umma (mod. Tell Jokha),,7
P101201,Umma (mod. Tell Jokha),,8
P101202,Umma (mod. Tell Jokha),,3
P101203,Umma (mod. Tell Jokha),,6
P101204,Umma (mod. Tell Jokha),,2
P101205,Umma (mod. Tell Jokha),,4
P101206,Umma (mod. Tell Jokha),,3
P101207,Umma (mod. Tell Jokha),,9
P101208,Umma (mod. Tell Jokha),,9
P101209,Umma (mod. Tell Jokha),,2
P101210,Umma (mod. Tell Jokha),,2
P101211,Umma (mod. Tell Jokha),,8
P101212,Umma (mod. Tell Jokha),,4
P101213,Umma (mod. Tell Jokha),,4
P101214,Umma (mod. Tell Jokha),,8
P101215,Umma (mod. Tell Jokha),,9
P101216,Umma (mod. Tell Jokha),,8
P101217,Umma (mod. Tell Jokha),,2
P101218,Umma (mod. Tell Jokha),,5
P101219,Umma (mod. Tell Jokha),,4
P101220,Umma (mod. Tell Jokha),,5
P101221,Umma (mod. Tell Jokha),,3
P101222,Umma (mod. Tell Jokha),,10
P101223,Umma (mod. Tell Jokha),,7
P101224,Umma (mod. Tell Jokha),,4
P101225,Umma (mod. Tell Jokha),,5
P101226,Umma (mod. Tell Jokha),,5
P101227,Umma (mod. Tell Jokha),,5
P101228,Umma (mod. Tell Jokha),,2
P101229,Umma (mod. Tell Jokha),,10
P101230,Umma (mod. Tell Jokha),,9
P101231,Umma (mod. Tell Jokha),,3
P101232,Umma (mod. Tell Jokha),,6
P101233,Umma (mod. Tell Jokha),,8
P101234,Umma (mod. Tell Jokha),,4
P101235,Umma (mod. Tell Jokha),,1
P101236,Umma (mod. Tell Jokha),,3
P101237,Umma (mod. Tell Jokha),,4
P101238,Umma (mod. Tell Jokha),,4
P101239,Umma (mod. Tell Jokha),,6
P101240,Umma (mod. Tell Jokha),,3
P101241,Umma (mod. Tell Jokha),,10
P101242,Umma (mod. Tell Jokha),,5
P101243,Umma (mod. Tell Jokha),,6
P101244,Umma (mod. Tell Jokha),,8
P101245,Umma (mod. Tell Jokha),,9
P101246,Umma (mod. Tell Jokha),,8
P101247,Umma (mod. Tell Jokha),,5
P101248,Umma (mod. Tell Jokha),,4
P101249,Umma (mod. Tell Jokha),,4
P101250,Umma (mod. Tell Jokha),,8
P101251,Umma (mod. Tell Jokha),,1
P101252,Umma (mod. Tell Jokha),,4
P101253,Umma (mod. Tell Jokha),,3
P101254,Umma (mod. Tell Jokha),,2
P101255,Umma (mod. Tell Jokha),,4
P101256,Umma (mod. Tell Jokha),,6
P101257,Umma (mod. Tell Jokha),,10
P101258,Umma (mod. Tell Jokha),,1
P101259,Umma (mod. Tell Jokha),,3
P101260,Umma (mod. Tell Jokha),,2
P101261,Umma (mod. Tell Jokha),,7
P101262,Umma (mod. Tell Jokha),,1
P101263,Umma (mod. Tell Jokha),,7
P101264,Umma (mod. Tell Jokha),,7
P101265,Umma (mod. Tell Jokha),,9
P101266,PuzriÅ¡-Dagan (mod. Drehem),,9
P101267,Umma (mod. Tell Jokha),,8
P101268,Umma (mod. Tell Jokha),,3
P101269,Umma (mod. Tell Jokha),,9
P101270,Umma (mod. Tell Jokha),,1
P101271,Umma (mod. Tell Jokha),,2
P101272,Umma (mod. Tell Jokha),,8
P101273,Umma (mod. Tell Jokha),,2
P101274,Umma (mod. Tell Jokha),,10
P101275,Umma (mod. Tell Jokha),,6
P101276,Umma (mod. Tell Jokha),,5
P101277,Umma (mod. Tell Jokha),,9
P101278,Umma (mod. Tell Jokha),,2
P101279,Umma (mod. Tell Jokha),,10
P101280,Umma (mod. Tell Jokha),,4
P101281,Umma (mod. Tell Jokha),,3
P101282,Umma (mod. Tell Jokha),,4
